,competition,gsm_id,kickoffDate,kickoffTime,hometeam_team1,awayteam_team2,icon,chanceRating,team,type,time,player,location_x,location_y,bodyPart,shotQuality,defPressure,numDefPlayers,numAttPlayers,outcome,primaryPlayer,primaryType,primaryLocation_x,primaryLocation_y,secondaryPlayer,secondaryType
28438,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,verygoodchance,verygoodchance,Southampton,Open Play,78:51,Oriol Romeu,15.0,27.0,Head,2,3,2,0,Missed,S. Davis,Corner,135.0,0.0,-,-
28437,EngPr,2462836,2017-09-16,11:30:00,Crystal Palace,Southampton,goodchance,goodchance,Southampton,Open Play,88:28,Cedric Soares,-25.0,36.0,Left,3,2,2,0,Saved,S. Davis,Open Play Pass,40.0,99.0,-,-
28433,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,poorchance,poorchance,AFC Bournemouth,Open Play,10:10,H. Arter,-31.0,122.0,Left,1,1,4,2,Missed,R. Fraser,Open Play Pass,-78.0,122.0,A. Smith,Open Play Pass
28434,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,poorchance,poorchance,Brighton & Hove Albion,Open Play,08:37,A. Knockaert,-25.0,104.0,Left,3,2,3,0,Missed,P. Gross,Open Play Pass,-86.0,226.0,S. Duffy,Open Play Pass
28435,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,goodchance,goodchance,AFC Bournemouth,Open Play,70:38,J. Ibe,-21.0,51.0,Right,3,3,4,0,Defended,-,-,-,-,-,-
28436,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,poorchance,poorchance,Brighton & Hove Albion,Open Play,74:25,L. Rosenior,-61.0,76.0,Right,1,3,4,1,Missed,-,-,-,-,-,-
28432,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,poorchance,poorchance,AFC Bournemouth,Open Play,13:56,J. King,-33.0,84.0,Right,2,2,2,0,Defended,-,-,-,-,-,-
28431,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,fairlygoodchance,fairlygoodchance,AFC Bournemouth,Open Play,19:56,M. Pugh,42.0,47.0,Left,2,3,4,0,Missed,C. Daniels,Cross Low,85.0,43.0,H. Arter,Open Play Pass
28430,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,poorchance,poorchance,AFC Bournemouth,Open Play,22:57,C. Daniels,68.0,92.0,Left,3,3,2,0,Saved,-,-,-,-,-,-
28429,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,poorchance,poorchance,Brighton & Hove Albion,Open Play,29:10,D. Propper,-24.0,87.0,Right,2,2,2,0,Missed,-,-,-,-,-,-
28428,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,fairlygoodchance,fairlygoodchance,AFC Bournemouth,Open Play,29:49,J. Defoe,16.0,76.0,Right,3,2,3,0,Missed,M. Pugh,Open Play Pass,53.0,86.0,-,-
28426,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,verygoodchance,verygoodchance,Brighton & Hove Albion,Open Play,50:37,S. Duffy,-21.0,13.0,Head,3,3,4,0,Defended,P. Gross,Corner,136.0,1.0,-,-
28425,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,greatchance,greatchance,Brighton & Hove Albion,Open Play,51:03,D. Stephens,-9.0,14.0,Head,3,4,4,0,Woodwork,S. Duffy,Shot (Deflection),-21.0,25.0,P. Gross,Corner
28424,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,poorchance,poorchance,AFC Bournemouth,Open Play,52:26,H. Arter,60.0,85.0,Left,2,2,3,0,Defended,M. Pugh,Open Play Pass,116.0,63.0,R. Fraser,Open Play Pass
28423,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,poorchance,poorchance,AFC Bournemouth,Open Play,53:07,R. Fraser,17.0,79.0,Right,1,1,6,4,Missed,-,-,-,-,-,-
28422,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,fairlygoodchance,fairlygoodchance,Brighton & Hove Albion,Open Play,85:51,L. Rosenior,-53.0,70.0,Right,1,1,5,1,Missed,S. March,Corner,136.0,1.0,-,-
28421,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,fairlygoodchance,fairlygoodchance,AFC Bournemouth,Direct Free-Kick,90:49,J. Ibe,14.0,73.0,Right,3,0,7,2,Missed,J. King,Free Kick Won,14.0,71.0,-,-
3819,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,goal,Great,AFC Bournemouth,Open Play,72:51,J. Defoe,-20.0,44.0,Right,3,3,2,0,-,J. Ibe,Penalty Earned,-34.0,89.0,-,-
28427,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,poorchance,poorchance,AFC Bournemouth,Open Play,43:53,J. King,-17.0,89.0,Right,2,2,2,0,Defended,-,-,-,-,-,-
3817,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,goal,Great,Brighton & Hove Albion,Open Play,54:41,S. March,2.0,21.0,Head,3,3,3,0,-,P. Gross,Cross High,-116.0,28.0,A. Knockaert,Open Play Pass
3818,EngPr,2462834,2017-09-15,19:00:00,AFC Bournemouth,Brighton & Hove Albion,goal,Great,AFC Bournemouth,Open Play,66:09,A. Surman,-19.0,40.0,Left,3,3,1,0,-,J. Ibe,Open Play Pass,-50.0,80.0,A. Surman,Open Play Pass
28401,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,goodchance,goodchance,Huddersfield Town,Open Play,87:05,T. Ince,-28.0,52.0,Left,2,3,2,0,Defended,S. Mounie,Open Play Pass,1.0,93.0,S. Malone,Open Play Pass
28399,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,poorchance,poorchance,Huddersfield Town,Open Play,91:09,T. Ince,8.0,102.0,Right,2,3,3,0,Defended,A. Mooy,Open Play Pass,96.0,103.0,-,-
28413,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,poorchance,poorchance,West Ham United,Open Play,36:34,M. Antonio,-21.0,92.0,Left,2,3,4,1,Defended,P. Zabaleta,Throw in,-136.0,39.0,-,-
28412,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,poorchance,poorchance,West Ham United,Open Play,35:15,A. Carroll,60.0,112.0,Left,2,2,2,0,Defended,M. Antonio,Open Play Pass,18.0,92.0,-,-
28411,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,poorchance,poorchance,West Ham United,Open Play,29:39,Jose Fonte,-23.0,91.0,Right,1,0,2,1,Missed,A. Carroll,Cross High,-107.0,87.0,-,-
28400,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,poorchance,poorchance,West Ham United,Open Play,87:33,M. Antonio,-44.0,99.0,Right,2,1,3,1,Missed,A. Ayew,Open Play Pass,-3.0,99.0,-,-
28410,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,goodchance,goodchance,West Ham United,Open Play,28:51,A. Carroll,18.0,25.0,Head,2,3,4,0,Defended,A. Cresswell,Corner,-136.0,1.0,M. Antonio,Corner Won
28402,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,goodchance,goodchance,Huddersfield Town,Open Play,80:15,T. Ince,-24.0,57.0,Left,3,3,3,0,Woodwork,P. Billing,Cross High,114.0,91.0,A. Mooy,Open Play Pass
28403,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,poorchance,poorchance,Huddersfield Town,Open Play,79:11,S. Mounie,-33.0,85.0,Right,3,3,2,0,Saved,T. Ince,Open Play Pass,-40.0,97.0,-,-
28404,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,poorchance,poorchance,Huddersfield Town,Open Play,75:23,T. Ince,-51.0,83.0,Left,2,2,2,1,Defended,C. Schindler,Open Play Pass,-116.0,72.0,-,-
28405,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,greatchance,greatchance,West Ham United,Dangerous Moment,01:10,C. Kouyate,-10.0,11.0,Right,0,0,0,0,Missed,A. Carroll,Cross Low,66.0,23.0,Jose Fonte,Cross High
28406,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,poorchance,poorchance,West Ham United,Open Play,03:03,A. Carroll,3.0,62.0,Right,1,4,3,0,Missed,P. Zabaleta,Cross Low,-117.0,79.0,Jose Fonte,Open Play Pass
28409,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,verygoodchance,verygoodchance,West Ham United,Open Play,25:54,J. Collins,-7.0,22.0,Head,2,2,2,0,Saved,A. Cresswell,Free Kick,108.0,34.0,M. Antonio,Free Kick Won
28408,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,poorchance,poorchance,West Ham United,Open Play,20:31,A. Carroll,4.0,87.0,Left,1,4,2,0,Saved,A. Carroll,Open Play Pass,1.0,118.0,-,-
28407,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,verygoodchance,verygoodchance,West Ham United,Open Play,12:11,Javier Hernandez,21.0,32.0,Right,3,3,3,0,Woodwork,M. Antonio,Cross Low,-66.0,25.0,P. Zabaleta,Throw in
28415,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,poorchance,poorchance,West Ham United,Direct Free-Kick,42:08,A. Cresswell,-11.0,113.0,Left,2,0,5,1,Missed,Pedro Obiang,Free Kick Won,-12.0,111.0,-,-
28414,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,fairlygoodchance,fairlygoodchance,West Ham United,Open Play,39:33,C. Kouyate,3.0,61.0,Left,1,0,3,1,Missed,M. Antonio,Cross High,119.0,37.0,A. Cresswell,Open Play Pass
28416,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,fairlygoodchance,fairlygoodchance,Huddersfield Town,Open Play,46:52,T. Ince,-39.0,60.0,Right,2,4,3,0,Defended,R. van La Parra,Open Play Pass,1.0,149.0,-,-
3816,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,goal,Poor,West Ham United,Open Play,71:46,Pedro Obiang,-9.0,102.0,Left,2,3,3,0,-,A. Ayew,Open Play Pass,-65.0,125.0,C. Kouyate,Open Play Pass
3815,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,goal,Great,West Ham United,Open Play,76:48,A. Ayew,-4.0,15.0,Left,3,1,2,0,-,Jose Fonte,Shot (Deflection),-19.0,15.0,A. Cresswell,Corner
28417,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,poorchance,poorchance,West Ham United,Direct Free-Kick,47:07,Javier Hernandez,-2.0,116.0,Right,2,0,5,1,Missed,M. Antonio,Free Kick Won,1.0,113.0,-,-
28418,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,poorchance,poorchance,Huddersfield Town,Open Play,53:39,P. Billing,38.0,109.0,Left,2,2,3,1,Saved,A. Mooy,Open Play Pass,72.0,106.0,E. Kachunga,Open Play Pass
28419,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,goodchance,goodchance,West Ham United,Open Play,55:46,C. Kouyate,-15.0,51.0,Right,2,3,3,0,Missed,Javier Hernandez,Open Play Pass,-2.0,83.0,Jose Fonte,Open Play Pass
28420,EngPr,2462833,2017-09-11,19:00:00,West Ham United,Huddersfield Town,poorchance,poorchance,Huddersfield Town,Open Play,67:27,A. Mooy,1.0,99.0,Right,2,2,2,0,Missed,T. Ince,Open Play Pass,51.0,83.0,S. Malone,Open Play Pass
3814,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,goal,Great,Newcastle United,Open Play,75:41,J. Lascelles,7.0,21.0,Head,3,3,4,0,-,M. Ritchie,Corner,136.0,3.0,C. Atsu,Corner Won
3813,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,goal,Very Good,Burnley,Open Play,02:50,C. Wood,-28.0,121.0,Right,3,0,1,0,-,-,-,-,-,-,-
28359,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,fairlygoodchance,fairlygoodchance,Crystal Palace,Direct Free-Kick,31:08,Y. Cabaye,20.0,94.0,Right,1,0,8,0,Defended,Y. Cabaye,Free Kick Won,21.0,94.0,Chung-Yong Lee,Open Play Pass
28360,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,goodchance,goodchance,Crystal Palace,Open Play,21:14,J. McArthur,-2.0,30.0,Head,2,3,3,0,Missed,Y. Cabaye,Corner,-136.0,1.0,J. McArthur,Corner Won
28389,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,poorchance,poorchance,Swansea City,Open Play,37:27,J. Ayew,-16.0,93.0,Right,3,1,3,0,Saved,T. Abraham,Turnover,-12.0,128.0,-,-
28395,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,poorchance,poorchance,Swansea City,Direct Free-Kick,02:10,T. Carroll,-68.0,101.0,Left,1,0,4,0,Missed,L. Fer,Free Kick Won,-69.0,104.0,-,-
28394,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,goodchance,goodchance,Newcastle United,Open Play,04:32,I. Hayden,38.0,45.0,Right,2,4,1,0,Saved,I. Hayden,Turnover,28.0,72.0,Joselu,Shot (Opposition Rebound)
28393,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,fairlygoodchance,fairlygoodchance,Newcastle United,Open Play,26:18,Jacob Murphy,6.0,53.0,Right,1,3,1,0,Missed,M. Ritchie,Open Play Pass,-104.0,256.0,Javi Manquillo,Open Play Pass
28392,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,poorchance,poorchance,Newcastle United,Open Play,29:04,Joselu,35.0,100.0,Right,1,3,3,0,Missed,Jesus Gamez,Throw in,136.0,120.0,-,-
28391,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,verygoodchance,verygoodchance,Newcastle United,Open Play,32:54,Joselu,14.0,23.0,Head,3,3,2,0,Saved,M. Ritchie,Cross High,124.0,62.0,Jesus Gamez,Open Play Pass
28390,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,goodchance,goodchance,Newcastle United,Open Play,34:41,Joselu,-15.0,29.0,Head,2,4,2,0,Saved,Javi Manquillo,Cross High,-128.0,34.0,I. Hayden,Open Play Pass
28397,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,goodchance,goodchance,Swansea City,Open Play,87:28,L. Fer,-20.0,29.0,Head,1,2,5,0,Missed,S. Clucas,Corner,135.0,3.0,W. Bony,Corner Won
28388,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,verygoodchance,verygoodchance,Swansea City,Open Play,38:06,A. Mawson,7.0,18.0,Head,2,2,3,0,Missed,T. Carroll,Corner,136.0,3.0,L. Fer,Corner Won
28396,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,greatchance,greatchance,Swansea City,Open Play,59:39,T. Abraham,-26.0,22.0,Right,2,0,1,0,Defended,L. Fer,Open Play Pass,-16.0,147.0,F. Fernandez,Open Play Pass
28398,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,goodchance,goodchance,Swansea City,Open Play,91:27,L. Narsingh,-63.0,33.0,Right,2,1,1,0,Saved,W. Bony,Open Play Pass,-90.0,134.0,T. Abraham,Open Play Pass
28386,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,poorchance,poorchance,Newcastle United,Open Play,45:44,I. Hayden,-23.0,107.0,Right,3,2,3,0,Saved,Joselu,Open Play Pass,-7.0,74.0,Jacob Murphy,Open Play Pass
28387,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,poorchance,poorchance,Swansea City,Open Play,42:19,J. Ayew,-27.0,63.0,Right,2,5,3,0,Defended,T. Carroll,Cross High,86.0,105.0,Renato Sanches,Open Play Pass
28385,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,poorchance,poorchance,Newcastle United,Open Play,53:01,Ayoze Perez,44.0,91.0,Right,1,2,3,0,Missed,Jesus Gamez,Open Play Pass,121.0,79.0,C. Clark,Open Play Pass
28368,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,fairlygoodchance,fairlygoodchance,Crystal Palace,Open Play,45:34,C. Benteke,3.0,43.0,Head,1,4,2,0,Missed,J. Schlupp,Cross High,109.0,52.0,Chung-Yong Lee,Open Play Pass
28374,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,goodchance,goodchance,Crystal Palace,Open Play,83:24,S. Dann,-43.0,29.0,Right,3,1,5,1,Defended,J. Puncheon,Corner,135.0,0.0,-,-
28373,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,greatchance,greatchance,Crystal Palace,Open Play,78:35,C. Benteke,19.0,30.0,Right,2,1,1,0,Saved,A. Townsend,Open Play Pass,12.0,87.0,J. Puncheon,Open Play Pass
28372,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,poorchance,poorchance,Burnley,Open Play,73:10,A. Barnes,-54.0,65.0,Left,2,3,2,0,Saved,M. Lowton,Open Play Pass,-67.0,187.0,J. Gudmundsson,Open Play Pass
28371,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,goodchance,goodchance,Crystal Palace,Open Play,71:26,J. Schlupp,21.0,56.0,Left,3,1,3,0,Missed,J. Ward,Open Play Pass,-20.0,53.0,-,-
28370,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,goodchance,goodchance,Crystal Palace,Open Play,70:43,L. Lumeka,10.0,36.0,Head,1,3,2,0,Defended,A. Townsend,Cross High,-77.0,103.0,J. Ward,Open Play Pass
28369,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,poorchance,poorchance,Crystal Palace,Open Play,55:39,J. Puncheon,19.0,68.0,Left,2,4,2,0,Defended,Chung-Yong Lee,Open Play Pass,92.0,102.0,-,-
28367,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,poorchance,poorchance,Crystal Palace,Open Play,45:54,A. Townsend,-18.0,85.0,Right,2,4,3,0,Saved,Y. Cabaye,Open Play Pass,50.0,138.0,Chung-Yong Lee,Open Play Pass
28376,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,fairlygoodchance,fairlygoodchance,Crystal Palace,Open Play,86:44,J. Riedewald,53.0,47.0,Left,2,3,2,0,Defended,L. Lumeka,Cross Low,104.0,82.0,-,-
28366,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,goodchance,goodchance,Crystal Palace,Open Play,04:25,S. Dann,-31.0,54.0,Right,3,3,3,1,Defended,C. Benteke,Open Play Pass,11.0,40.0,J. Puncheon,Corner
28365,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,goodchance,goodchance,Crystal Palace,Open Play,05:44,C. Benteke,14.0,39.0,Head,2,1,1,0,Missed,A. Townsend,Open Play Pass,-42.0,105.0,J. McArthur,Open Play Pass
28364,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,goodchance,goodchance,Burnley,Open Play,06:59,S. Vokes,29.0,25.0,Head,2,3,1,0,Missed,S. Ward,Cross High,115.0,9.0,C. Wood,Open Play Pass
28363,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,fairlygoodchance,fairlygoodchance,Burnley,Open Play,09:19,C. Wood,42.0,57.0,Right,1,4,1,0,Missed,S. Ward,Open Play Pass,87.0,197.0,-,-
28362,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,poorchance,poorchance,Crystal Palace,Open Play,11:21,Y. Cabaye,-27.0,99.0,Right,1,1,7,3,Defended,J. Puncheon,Corner,135.0,2.0,J. Schlupp,Corner Won
28361,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,fairlygoodchance,fairlygoodchance,Crystal Palace,Open Play,17:06,S. Dann,31.0,31.0,Head,1,4,6,2,Defended,Y. Cabaye,Corner,-136.0,4.0,A. Townsend,Corner Won
28375,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,poorchance,poorchance,Crystal Palace,Open Play,85:16,A. Townsend,-62.0,78.0,Left,3,3,5,1,Defended,J. Ward,Open Play Pass,-25.0,94.0,J. Riedewald,Open Play Pass
28377,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,fairlygoodchance,fairlygoodchance,Crystal Palace,Open Play,87:47,A. Townsend,58.0,53.0,Right,2,3,3,0,Defended,J. Puncheon,Corner,134.0,2.0,-,-
28384,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,fairlygoodchance,fairlygoodchance,Swansea City,Open Play,54:56,T. Abraham,-6.0,50.0,Head,1,4,2,0,Missed,K. Naughton,Cross High,-96.0,107.0,-,-
28383,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,fairlygoodchance,fairlygoodchance,Swansea City,Open Play,55:19,T. Carroll,47.0,8.0,Left,2,2,2,0,Saved,J. Ayew,Open Play Pass,74.0,27.0,L. Fer,Open Play Pass
28382,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,poorchance,poorchance,Swansea City,Direct Free-Kick,57:31,Renato Sanches,-2.0,120.0,Right,1,0,6,3,Missed,Renato Sanches,Free Kick Won,-4.0,124.0,-,-
28381,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,verygoodchance,verygoodchance,Newcastle United,Open Play,72:20,Ayoze Perez,-41.0,45.0,Right,2,2,1,0,Saved,Javi Manquillo,Open Play Pass,-106.0,101.0,Ayoze Perez,Open Play Pass
28378,EngPr,2462826,2017-09-10,12:30:00,Burnley,Crystal Palace,greatchance,greatchance,Crystal Palace,Open Play,88:42,S. Dann,6.0,12.0,Head,1,2,2,0,Missed,Y. Cabaye,Cross High,-68.0,8.0,C. Benteke,Open Play Pass
28380,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,goodchance,goodchance,Newcastle United,Open Play,73:41,Joselu,13.0,39.0,Head,2,4,2,0,Saved,Jesus Gamez,Open Play Pass,73.0,73.0,Mikel Merino,Open Play Pass
28379,EngPr,2462832,2017-09-10,15:00:00,Swansea City,Newcastle United,poorchance,poorchance,Newcastle United,Direct Free-Kick,74:20,Joselu,25.0,88.0,Right,2,0,2,0,Saved,Ayoze Perez,Open Play Pass,-46.0,141.0,Javi Manquillo,Open Play Pass
28292,EngPr,2462825,2017-09-09,14:00:00,Brighton & Hove Albion,West Bromwich Albion,poorchance,poorchance,West Bromwich Albion,Open Play,85:40,O. Burke,-49.0,80.0,Right,2,0,3,1,Missed,J. Morrison,Open Play Pass,-3.0,97.0,-,-
28302,EngPr,2462824,2017-09-09,14:00:00,Arsenal,AFC Bournemouth,poorchance,poorchance,Arsenal,Open Play,11:39,G. Xhaka,53.0,114.0,Left,3,4,3,1,Saved,-,-,-,-,-,-
28301,EngPr,2462824,2017-09-09,14:00:00,Arsenal,AFC Bournemouth,fairlygoodchance,fairlygoodchance,Arsenal,Direct Free-Kick,15:27,M. Ozil,16.0,81.0,Left,4,0,8,2,Saved,D. Welbeck,Free Kick Won,14.0,81.0,A. Ramsey,Open Play Pass
28300,EngPr,2462824,2017-09-09,14:00:00,Arsenal,AFC Bournemouth,fairlygoodchance,fairlygoodchance,Arsenal,Open Play,17:21,G. Xhaka,9.0,94.0,Left,2,4,3,0,Missed,A. Lacazette,Open Play Pass,59.0,42.0,M. Ozil,Open Play Pass
28299,EngPr,2462824,2017-09-09,14:00:00,Arsenal,AFC Bournemouth,poorchance,poorchance,AFC Bournemouth,Open Play,21:02,N. Ake,-27.0,55.0,Head,2,3,3,1,Saved,S. Cook,Throw in,-136.0,80.0,-,-
28298,EngPr,2462824,2017-09-09,14:00:00,Arsenal,AFC Bournemouth,greatchance,greatchance,Arsenal,Open Play,36:50,A. Lacazette,-19.0,42.0,Right,3,4,1,0,Saved,D. Welbeck,Turnover,8.0,22.0,-,-
28297,EngPr,2462824,2017-09-09,14:00:00,Arsenal,AFC Bournemouth,fairlygoodchance,fairlygoodchance,AFC Bournemouth,Open Play,67:00,N. Ake,7.0,59.0,Head,1,4,3,0,Missed,A. Smith,Free Kick,-116.0,129.0,-,-
28296,EngPr,2462824,2017-09-09,14:00:00,Arsenal,AFC Bournemouth,fairlygoodchance,fairlygoodchance,AFC Bournemouth,Direct Free-Kick,69:45,J. Ibe,-53.0,94.0,Right,2,0,5,0,Missed,J. Ibe,Free Kick Won,-50.0,94.0,A. Smith,Open Play Pass
28295,EngPr,2462825,2017-09-09,14:00:00,Brighton & Hove Albion,West Bromwich Albion,greatchance,greatchance,West Bromwich Albion,Open Play,92:24,J. Morrison,-16.0,35.0,Right,2,2,1,0,Saved,C. Dawson,Open Play Pass,-46.0,67.0,-,-
28294,EngPr,2462825,2017-09-09,14:00:00,Brighton & Hove Albion,West Bromwich Albion,poorchance,poorchance,West Bromwich Albion,Open Play,89:22,K. Gibbs,54.0,47.0,Head,2,0,4,1,Missed,A. Nyom,Cross High,-97.0,53.0,-,-
28293,EngPr,2462825,2017-09-09,14:00:00,Brighton & Hove Albion,West Bromwich Albion,poorchance,poorchance,West Bromwich Albion,Open Play,86:46,G. Barry,29.0,96.0,Left,2,0,5,2,Missed,K. Gibbs,Open Play Pass,61.0,69.0,-,-
28291,EngPr,2462825,2017-09-09,14:00:00,Brighton & Hove Albion,West Bromwich Albion,poorchance,poorchance,West Bromwich Albion,Open Play,66:19,G. Krychowiak,29.0,102.0,Right,2,1,5,0,Missed,G. Barry,Open Play Pass,82.0,85.0,-,-
28279,EngPr,2462830,2017-09-09,14:00:00,Southampton,Watford,poorchance,poorchance,Watford,Open Play,88:13,A. Carrillo,-5.0,109.0,Right,1,1,2,0,Missed,N. Chalobah,Open Play Pass,57.0,134.0,J. Holebas,Open Play Pass
28290,EngPr,2462825,2017-09-09,14:00:00,Brighton & Hove Albion,West Bromwich Albion,poorchance,poorchance,Brighton & Hove Albion,Open Play,02:06,S. March,-8.0,99.0,Left,3,1,5,1,Missed,-,-,-,-,-,-
28289,EngPr,2462825,2017-09-09,14:00:00,Brighton & Hove Albion,West Bromwich Albion,poorchance,poorchance,Brighton & Hove Albion,Open Play,13:20,S. March,61.0,83.0,Left,3,1,6,0,Saved,L. Dunk,Open Play Pass,32.0,67.0,-,-
28288,EngPr,2462825,2017-09-09,14:00:00,Brighton & Hove Albion,West Bromwich Albion,poorchance,poorchance,Brighton & Hove Albion,Open Play,19:50,A. Knockaert,-6.0,113.0,Left,3,1,5,0,Saved,P. Gross,Open Play Pass,-53.0,110.0,-,-
28287,EngPr,2462825,2017-09-09,14:00:00,Brighton & Hove Albion,West Bromwich Albion,goodchance,goodchance,West Bromwich Albion,Open Play,21:02,G. Barry,46.0,61.0,Left,3,0,4,1,Missed,-,-,-,-,-,-
